champ_a,role_a,champ_b,role_b,winrate,matches
Gragas,Mid,Lissandra,Mid,0.4423,12
Gragas,Mid,Diana,Mid,0.5179,6
Gragas,Mid,Syndra,Mid,0.5705,15
Gragas,Mid,Yasuo,Mid,0.5469,19
Gragas,Mid,Taliyah,Mid,0.507,5
Gragas,Mid,Zed,Mid,0.4976,16
Gragas,Mid,Ekko,Mid,0.4381,10
Gragas,Mid,Sylas,Mid,0.4291,15
Gragas,Mid,Vex,Mid,0.4297,5
Gragas,Mid,Yone,Mid,0.455,13
Gragas,Mid,Locke,Mid,0.5389,11
Gragas,Mid,Aurora,Mid,0.5702,5
Gragas,ADC,LeeSin,Jungle,0.5015,8
Gragas,ADC,Rengar,Jungle,0.4842,5
Gragas,ADC,Viego,Jungle,0.4486,7
Gragas,ADC,Sylas,Jungle,0.5406,7
Gragas,ADC,Fizz,Mid,0.5216,5
Gragas,ADC,Viktor,Mid,0.4797,7
Gragas,ADC,Syndra,Mid,0.4967,7
Gragas,ADC,Yasuo,Mid,0.4933,8
Gragas,ADC,Karma,Support,0.5011,7
Gragas,ADC,Nautilus,Support,0.5092,6
Gragas,ADC,Lulu,Support,0.4449,5
Gragas,ADC,Braum,Support,0.4588,6
Gragas,ADC,Nami,Support,0.4298,7
Gragas,ADC,Thresh,Support,0.5255,9
Gragas,ADC,Tristana,ADC,0.5569,7
Gragas,ADC,Caitlyn,ADC,0.4382,12
Gragas,ADC,Ezreal,ADC,0.4494,7
Gragas,ADC,Kaisa,ADC,0.4408,6
Gragas,ADC,Jhin,ADC,0.5686,9
Gragas,ADC,Jinx,ADC,0.4622,13
Gragas,Support,Olaf,Top,0.4429,6
Gragas,Support,Kayle,Top,0.4525,8
Gragas,Support,Sion,Top,0.5166,10
Gragas,Support,Teemo,Top,0.4661,13
Gragas,Support,Warwick,Top,0.4896,5
Gragas,Support,Tryndamere,Top,0.52,12
Gragas,Support,Jax,Top,0.4291,13
Gragas,Support,Singed,Top,0.5137,8
Gragas,Support,Chogath,Top,0.5124,12
Gragas,Support,DrMundo,Top,0.4683,9
Gragas,Support,Irelia,Top,0.5243,16
Gragas,Support,Gangplank,Top,0.5095,10
Gragas,Support,Malphite,Top,0.4331,23
Gragas,Support,Renekton,Top,0.5118,22
Gragas,Support,Vayne,Top,0.4341,6
Gragas,Support,Nasus,Top,0.4333,28
Gragas,Support,Gragas,Top,0.5487,8
Gragas,Support,Pantheon,Top,0.4438,7
Gragas,Support,Mordekaiser,Top,0.4656,18
Gragas,Support,Yorick,Top,0.4464,7
Gragas,Support,Akali,Top,0.5678,7
Gragas,Support,Kennen,Top,0.4762,6
Gragas,Support,Garen,Top,0.4369,17
Gragas,Support,Riven,Top,0.5558,6
Gragas,Support,Shen,Top,0.5264,13
Gragas,Support,Volibear,Top,0.431,8
Gragas,Support,Fiora,Top,0.4899,9
Gragas,Support,Darius,Top,0.4393,23
Gragas,Support,Jayce,Top,0.5281,27
Gragas,Support,Gnar,Top,0.4416,10
Gragas,Support,Yasuo,Top,0.4585,14
Gragas,Support,Camille,Top,0.5062,15
Gragas,Support,TahmKench,Top,0.4967,6
Gragas,Support,Kled,Top,0.5538,7
Gragas,Support,Aatrox,Top,0.438,21
Gragas,Support,Illaoi,Top,0.5111,11
Gragas,Support,Ornn,Top,0.4861,9
Gragas,Support,Yone,Top,0.4953,35
Gragas,Support,Ambessa,Top,0.5323,16
Gragas,Support,Sett,Top,0.4841,14
Gragas,Support,Gwen,Top,0.4759,6
Gragas,Support,KSante,Top,0.4895,15
Gragas,Support,Zaahen,Top,0.4611,9
Gragas,Support,XinZhao,Jungle,0.429,7
Gragas,Support,Fiddlesticks,Jungle,0.5582,7
Gragas,Support,MasterYi,Jungle,0.5397,12
Gragas,Support,Warwick,Jungle,0.5182,7
Gragas,Support,Evelynn,Jungle,0.5701,8
Gragas,Support,Chogath,Jungle,0.4727,13
Gragas,Support,Amumu,Jungle,0.4302,6
Gragas,Support,Rammus,Jungle,0.5077,9
Gragas,Support,Shaco,Jungle,0.4854,17
Gragas,Support,Nocturne,Jungle,0.449,19
Gragas,Support,JarvanIV,Jungle,0.4996,27
Gragas,Support,Elise,Jungle,0.4385,7
Gragas,Support,MonkeyKing,Jungle,0.5683,17
Gragas,Support,LeeSin,Jungle,0.4387,47
Gragas,Support,Skarner,Jungle,0.547,6
Gragas,Support,Nidalee,Jungle,0.5502,9
Gragas,Support,Udyr,Jungle,0.4526,7
Gragas,Support,Talon,Jungle,0.493,23
Gragas,Support,Shyvana,Jungle,0.5549,13
Gragas,Support,Graves,Jungle,0.5047,32
Gragas,Support,Rengar,Jungle,0.4289,10
Gragas,Support,Hecarim,Jungle,0.4827,25
Gragas,Support,Khazix,Jungle,0.5379,25
Gragas,Support,Jayce,Jungle,0.4293,7
Gragas,Support,Diana,Jungle,0.4486,10
Gragas,Support,Quinn,Jungle,0.4687,5
Gragas,Support,Kayn,Jungle,0.4289,12
Gragas,Support,Zyra,Jungle,0.4311,8
Gragas,Support,Zac,Jungle,0.4934,9
Gragas,Support,Belveth,Jungle,0.4724,11
Gragas,Support,Briar,Jungle,0.4376,9
Gragas,Support,Viego,Jungle,0.4764,40
Gragas,Support,Zed,Jungle,0.4905,7
Gragas,Support,Ekko,Jungle,0.4291,14
Gragas,Support,Qiyana,Jungle,0.4367,23
Gragas,Support,Vi,Jungle,0.5649,12
Gragas,Support,RekSai,Jungle,0.513,6
Gragas,Support,Sylas,Jungle,0.5092,22
Gragas,Support,Lillia,Jungle,0.485,13
Gragas,Support,Naafiri,Jungle,0.496,8
Gragas,Support,Annie,Mid,0.4548,7
Gragas,Support,Galio,Mid,0.5147,15
Gragas,Support,TwistedFate,Mid,0.506,21
Gragas,Support,Leblanc,Mid,0.4893,16
Gragas,Support,Vladimir,Mid,0.4291,14
Gragas,Support,Ryze,Mid,0.4893,7
Gragas,Support,Kassadin,Mid,0.5188,17
Gragas,Support,Irelia,Mid,0.4811,6
Gragas,Support,Veigar,Mid,0.4853,11
Gragas,Support,Katarina,Mid,0.5533,21
Gragas,Support,Orianna,Mid,0.4329,8
Gragas,Support,Cassiopeia,Mid,0.5274,8
Gragas,Support,Nasus,Mid,0.4343,5
Gragas,Support,Akali,Mid,0.4638,12
Gragas,Support,Malzahar,Mid,0.429,10
Gragas,Support,Lux,Mid,0.4322,12
Gragas,Support,Xerath,Mid,0.4684,14
Gragas,Support,Ahri,Mid,0.4781,35
Gragas,Support,Fizz,Mid,0.5593,20
Gragas,Support,Viktor,Mid,0.4764,40
Gragas,Support,Lissandra,Mid,0.4468,25
Gragas,Support,Diana,Mid,0.5055,15
Gragas,Support,Syndra,Mid,0.4866,25
Gragas,Support,AurelionSol,Mid,0.5291,6
Gragas,Support,Zoe,Mid,0.4722,7
Gragas,Support,Yasuo,Mid,0.4554,26
Gragas,Support,Akshan,Mid,0.5181,8
Gragas,Support,Zed,Mid,0.4749,32
Gragas,Support,Ekko,Mid,0.5093,10
Gragas,Support,Qiyana,Mid,0.4345,11
Gragas,Support,Sylas,Mid,0.5205,20
Gragas,Support,Vex,Mid,0.4929,8
Gragas,Support,Yone,Mid,0.4567,19
Gragas,Support,Locke,Mid,0.5194,24
Gragas,Support,Aurora,Mid,0.5325,7
Gragas,Support,Hwei,Mid,0.4917,11
Gragas,Support,Sivir,ADC,0.4367,12
Gragas,Support,Tristana,ADC,0.4772,41
Gragas,Support,MissFortune,ADC,0.4759,13
Gragas,Support,Ashe,ADC,0.5076,24
Gragas,Support,Twitch,ADC,0.4298,19
Gragas,Support,Corki,ADC,0.4873,8
Gragas,Support,Caitlyn,ADC,0.5052,59
Gragas,Support,Ezreal,ADC,0.4704,44
Gragas,Support,KogMaw,ADC,0.507,7
Gragas,Support,Varus,ADC,0.4514,9
Gragas,Support,Viktor,ADC,0.468,8
Gragas,Support,Draven,ADC,0.4902,10
Gragas,Support,Syndra,ADC,0.4708,7
Gragas,Support,Kaisa,ADC,0.483,65
Gragas,Support,Seraphine,ADC,0.5249,6
Gragas,Support,Yasuo,ADC,0.4798,6
Gragas,Support,Jhin,ADC,0.4773,65
Gragas,Support,Zeri,ADC,0.473,14
Gragas,Support,Jinx,ADC,0.5258,43
Gragas,Support,Lucian,ADC,0.4603,30
Gragas,Support,Samira,ADC,0.4291,10
Gragas,Support,Kalista,ADC,0.4685,16
Gragas,Support,Xayah,ADC,0.5204,12
Gragas,Support,Aphelios,ADC,0.473,15
Gragas,Support,Yunara,ADC,0.4768,42
Gragas,Support,Smolder,ADC,0.4335,9
Gragas,Support,Alistar,Support,0.4815,17
Gragas,Support,Soraka,Support,0.5481,14
Gragas,Support,Morgana,Support,0.4996,11
Gragas,Support,Zilean,Support,0.432,8
Gragas,Support,Sona,Support,0.5088,10
Gragas,Support,Janna,Support,0.5064,16
Gragas,Support,Karma,Support,0.4861,33
Gragas,Support,Swain,Support,0.4288,8
Gragas,Support,Blitzcrank,Support,0.5424,23
Gragas,Support,Pantheon,Support,0.4298,10
Gragas,Support,Leona,Support,0.4299,25
Gragas,Support,Shen,Support,0.4322,6
Gragas,Support,Lux,Support,0.4343,15
Gragas,Support,Xerath,Support,0.4891,8
Gragas,Support,Nautilus,Support,0.4933,27
Gragas,Support,Lulu,Support,0.521,64
Gragas,Support,Zyra,Support,0.4322,9
Gragas,Support,Seraphine,Support,0.4456,31
Gragas,Support,Velkoz,Support,0.4319,9
Gragas,Support,Braum,Support,0.4977,16
Gragas,Support,Senna,Support,0.4989,17
Gragas,Support,Nami,Support,0.4778,37
Gragas,Support,Yuumi,Support,0.484,17
Gragas,Support,Thresh,Support,0.5488,62
Gragas,Support,Bard,Support,0.5023,21
Gragas,Support,Rakan,Support,0.4758,10
Gragas,Support,Rell,Support,0.5476,11
Gragas,Support,Pyke,Support,0.5108,21
Gragas,Support,Renata,Support,0.4343,9
Graves,Top,Fiddlesticks,Jungle,0.5079,6
Graves,Top,MasterYi,Jungle,0.5632,9
Graves,Top,Chogath,Jungle,0.5271,11
Graves,Top,Shaco,Jungle,0.4926,12
Graves,Top,Nocturne,Jungle,0.5662,11
Graves,Top,JarvanIV,Jungle,0.4554,13
Graves,Top,MonkeyKing,Jungle,0.5265,19
Graves,Top,LeeSin,Jungle,0.488,26
Graves,Top,Talon,Jungle,0.5419,13
Graves,Top,Graves,Jungle,0.4994,18
Graves,Top,Rengar,Jungle,0.5115,6
Graves,Top,Hecarim,Jungle,0.489,9
Graves,Top,Khazix,Jungle,0.4925,6
Graves,Top,Kayn,Jungle,0.49,8
Graves,Top,Belveth,Jungle,0.4292,7
Graves,Top,Briar,Jungle,0.443,5
Graves,Top,Viego,Jungle,0.4547,14
Graves,Top,Ekko,Jungle,0.565,10
Graves,Top,Qiyana,Jungle,0.523,15
Graves,Top,Vi,Jungle,0.4885,9
Graves,Top,RekSai,Jungle,0.5174,5
Graves,Top,Sylas,Jungle,0.4458,9
Graves,Top,Naafiri,Jungle,0.4757,7
Graves,Top,TwistedFate,Mid,0.4534,10
Graves,Top,Leblanc,Mid,0.5398,10
Graves,Top,Vladimir,Mid,0.5701,5
Graves,Top,Ryze,Mid,0.4983,6
Graves,Top,Kassadin,Mid,0.51,9
Graves,Top,Irelia,Mid,0.5274,5
Graves,Top,Veigar,Mid,0.5341,7
Graves,Top,Katarina,Mid,0.5299,15
Graves,Top,Orianna,Mid,0.4952,6
Graves,Top,Akali,Mid,0.4649,7
Graves,Top,Lux,Mid,0.4893,7
Graves,Top,Xerath,Mid,0.5421,9
Graves,Top,Ahri,Mid,0.447,15
Graves,Top,Fizz,Mid,0.4875,7
Graves,Top,Viktor,Mid,0.5611,14
Graves,Top,Lissandra,Mid,0.4744,10
Graves,Top,Syndra,Mid,0.4935,18
Graves,Top,Yasuo,Mid,0.4626,16
Graves,Top,Zed,Mid,0.443,15
Graves,Top,Qiyana,Mid,0.5103,5
Graves,Top,Sylas,Mid,0.4459,15
Graves,Top,Yone,Mid,0.5313,10
Graves,Top,Locke,Mid,0.5528,14
Graves,Top,Hwei,Mid,0.5014,8
Graves,Top,Sivir,ADC,0.4785,9
Graves,Top,Tristana,ADC,0.562,17
Graves,Top,MissFortune,ADC,0.4743,6
Graves,Top,Ashe,ADC,0.4497,11
Graves,Top,Twitch,ADC,0.4288,9
Graves,Top,Caitlyn,ADC,0.5453,23
Graves,Top,Ezreal,ADC,0.4436,23
Graves,Top,Viktor,ADC,0.475,5
Graves,Top,Kaisa,ADC,0.5346,36
Graves,Top,Yasuo,ADC,0.4361,9
Graves,Top,Jhin,ADC,0.5114,33
Graves,Top,Zeri,ADC,0.48,9
Graves,Top,Jinx,ADC,0.5406,28
Graves,Top,Lucian,ADC,0.4872,13
Graves,Top,Samira,ADC,0.4297,9
Graves,Top,Kalista,ADC,0.4353,6
Graves,Top,Aphelios,ADC,0.5412,9
Graves,Top,Yunara,ADC,0.5129,23
Graves,Top,Smolder,ADC,0.5126,6
Graves,Top,Alistar,Support,0.4724,8
Graves,Top,Soraka,Support,0.5572,7
Graves,Top,Zilean,Support,0.5131,5
Graves,Top,Sona,Support,0.5041,5
Graves,Top,Janna,Support,0.4907,14
Graves,Top,Karma,Support,0.4627,13
Graves,Top,Blitzcrank,Support,0.5286,12
Graves,Top,Pantheon,Support,0.4728,6
Graves,Top,Leona,Support,0.4937,15
Graves,Top,Lux,Support,0.4508,11
Graves,Top,Nautilus,Support,0.4923,21
Graves,Top,Lulu,Support,0.5592,21
Graves,Top,Seraphine,Support,0.4954,12
Graves,Top,Braum,Support,0.4628,8
Graves,Top,TahmKench,Support,0.4458,6
Graves,Top,Senna,Support,0.5634,6
Graves,Top,Nami,Support,0.477,17
Graves,Top,Yuumi,Support,0.5264,7
Graves,Top,Thresh,Support,0.4737,31
Graves,Top,Bard,Support,0.5568,9
Graves,Top,Rell,Support,0.4971,7
Graves,Top,Pyke,Support,0.461,9
Graves,Top,Milio,Support,0.5389,9
Graves,Top,Sion,Top,0.4382,7
Graves,Top,Teemo,Top,0.5705,8
Graves,Top,Tryndamere,Top,0.4294,8
Graves,Top,Jax,Top,0.5689,19
Graves,Top,Chogath,Top,0.5193,10
Graves,Top,Irelia,Top,0.4291,5
Graves,Top,Gangplank,Top,0.5464,15
Graves,Top,Malphite,Top,0.5183,8
Graves,Top,Renekton,Top,0.4672,10
Graves,Top,Nasus,Top,0.4339,9
Graves,Top,Pantheon,Top,0.5708,5
Graves,Top,Garen,Top,0.5685,12
Graves,Top,Riven,Top,0.4528,7
Graves,Top,Volibear,Top,0.4416,8
Graves,Top,Fiora,Top,0.5076,7
Graves,Top,Darius,Top,0.5148,13
Graves,Top,Jayce,Top,0.4375,9
Graves,Top,Yasuo,Top,0.5616,5
Graves,Top,Camille,Top,0.4892,11
Graves,Top,Aatrox,Top,0.5091,15
Graves,Top,Illaoi,Top,0.4688,6
Graves,Top,Ornn,Top,0.4296,5
Graves,Top,Yone,Top,0.4755,14
Graves,Top,Ambessa,Top,0.5332,7
Graves,Top,Sett,Top,0.4318,7
Graves,Top,KSante,Top,0.4933,9
Graves,Jungle,Olaf,Top,0.5167,14
Graves,Jungle,Urgot,Top,0.5668,6
Graves,Jungle,Kayle,Top,0.5687,7
Graves,Jungle,Sion,Top,0.5161,11
Graves,Jungle,Teemo,Top,0.5547,15
Graves,Jungle,Warwick,Top,0.5381,8
Graves,Jungle,Tryndamere,Top,0.4745,16
Graves,Jungle,Jax,Top,0.5086,27
Graves,Jungle,Singed,Top,0.4413,8
Graves,Jungle,Chogath,Top,0.5508,13
Graves,Jungle,DrMundo,Top,0.51,15
Graves,Jungle,Irelia,Top,0.5657,22
Graves,Jungle,Gangplank,Top,0.5492,26
Graves,Jungle,Trundle,Top,0.4782,10
Graves,Jungle,Malphite,Top,0.5701,31
Graves,Jungle,Renekton,Top,0.5366,28
Graves,Jungle,Vayne,Top,0.4294,10
Graves,Jungle,Rumble,Top,0.4567,10
Graves,Jungle,Heimerdinger,Top,0.4441,5
Graves,Jungle,Nasus,Top,0.5264,31
Graves,Jungle,Poppy,Top,0.5197,6
Graves,Jungle,Gragas,Top,0.5659,9
Graves,Jungle,Pantheon,Top,0.568,14
Graves,Jungle,Mordekaiser,Top,0.5039,22
Graves,Jungle,Yorick,Top,0.5224,8
Graves,Jungle,Akali,Top,0.5373,11
Graves,Jungle,Kennen,Top,0.5704,7
Graves,Jungle,Garen,Top,0.4715,27
Graves,Jungle,Riven,Top,0.4651,6
Graves,Jungle,Shen,Top,0.5657,18
Graves,Jungle,Volibear,Top,0.4711,9
Graves,Jungle,Fiora,Top,0.5712,15
Graves,Jungle,Darius,Top,0.5332,32
Graves,Jungle,Jayce,Top,0.5088,44
Graves,Jungle,Gnar,Top,0.4461,18
Graves,Jungle,Yasuo,Top,0.5499,16
Graves,Jungle,Camille,Top,0.4911,20
Graves,Jungle,Kled,Top,0.569,7
Graves,Jungle,Aatrox,Top,0.5487,30
Graves,Jungle,Illaoi,Top,0.5703,8
Graves,Jungle,Ornn,Top,0.5342,17
Graves,Jungle,Sylas,Top,0.5631,6
Graves,Jungle,Yone,Top,0.5343,33
Graves,Jungle,Ambessa,Top,0.5432,19
Graves,Jungle,Sett,Top,0.4994,20
Graves,Jungle,Gwen,Top,0.5709,12
Graves,Jungle,KSante,Top,0.4756,20
Graves,Jungle,Zaahen,Top,0.5006,18
Graves,Jungle,Annie,Mid,0.4294,10
Graves,Jungle,Galio,Mid,0.4538,16
Graves,Jungle,TwistedFate,Mid,0.5295,37
Graves,Jungle,Leblanc,Mid,0.5398,30
Graves,Jungle,Vladimir,Mid,0.5399,9
Graves,Jungle,Ryze,Mid,0.522,16
Graves,Jungle,Tristana,Mid,0.429,8
Graves,Jungle,Anivia,Mid,0.5521,9
Graves,Jungle,Kassadin,Mid,0.5709,17
Graves,Jungle,Irelia,Mid,0.5348,15
Graves,Jungle,Veigar,Mid,0.5397,9
Graves,Jungle,Katarina,Mid,0.5428,27
Graves,Jungle,Orianna,Mid,0.453,13
Graves,Jungle,Cassiopeia,Mid,0.5552,10
Graves,Jungle,Nasus,Mid,0.5584,14
Graves,Jungle,Akali,Mid,0.5176,22
Graves,Jungle,Malzahar,Mid,0.5345,19
Graves,Jungle,Talon,Mid,0.5417,6
Graves,Jungle,Lux,Mid,0.484,17
Graves,Jungle,Xerath,Mid,0.571,14
Graves,Jungle,Ahri,Mid,0.543,35
Graves,Jungle,Fizz,Mid,0.571,26
Graves,Jungle,Viktor,Mid,0.503,44
Graves,Jungle,Lissandra,Mid,0.5334,25
Graves,Jungle,Diana,Mid,0.4381,13
Graves,Jungle,Syndra,Mid,0.5693,36
Graves,Jungle,Zoe,Mid,0.567,15
Graves,Jungle,Yasuo,Mid,0.5207,33
Graves,Jungle,Taliyah,Mid,0.5328,5
Graves,Jungle,Akshan,Mid,0.5658,6
Graves,Jungle,Zed,Mid,0.5324,45
Graves,Jungle,Ekko,Mid,0.5391,18
Graves,Jungle,Qiyana,Mid,0.4793,12
Graves,Jungle,Azir,Mid,0.5586,7
Graves,Jungle,Sylas,Mid,0.4512,34
Graves,Jungle,Vex,Mid,0.5383,12
Graves,Jungle,Yone,Mid,0.4649,29
Graves,Jungle,Mel,Mid,0.5597,8
Graves,Jungle,Locke,Mid,0.5694,35
Graves,Jungle,Aurora,Mid,0.5712,9
Graves,Jungle,Hwei,Mid,0.571,21
Graves,Jungle,Sivir,ADC,0.5136,18
Graves,Jungle,Tristana,ADC,0.5352,42
Graves,Jungle,MissFortune,ADC,0.4838,23
Graves,Jungle,Ashe,ADC,0.4973,20
Graves,Jungle,Twitch,ADC,0.5143,22
Graves,Jungle,Corki,ADC,0.5089,9
Graves,Jungle,Veigar,ADC,0.5652,5
Graves,Jungle,Caitlyn,ADC,0.4712,69
Graves,Jungle,Vayne,ADC,0.488,8
Graves,Jungle,Ezreal,ADC,0.535,63
Graves,Jungle,KogMaw,ADC,0.5294,9
Graves,Jungle,Lux,ADC,0.5617,6
Graves,Jungle,Varus,ADC,0.5401,13
Graves,Jungle,Viktor,ADC,0.5677,14
Graves,Jungle,Ziggs,ADC,0.553,9
Graves,Jungle,Draven,ADC,0.536,13
Graves,Jungle,Syndra,ADC,0.5709,5
Graves,Jungle,Kaisa,ADC,0.5397,103
Graves,Jungle,Seraphine,ADC,0.5604,5
Graves,Jungle,Yasuo,ADC,0.5147,11
Graves,Jungle,Jhin,ADC,0.5426,75
Graves,Jungle,Zeri,ADC,0.4974,18
Graves,Jungle,Jinx,ADC,0.5707,78
Graves,Jungle,Lucian,ADC,0.4953,42
Graves,Jungle,Samira,ADC,0.4716,17
Graves,Jungle,Kalista,ADC,0.5198,19
Graves,Jungle,Xayah,ADC,0.5015,17
Graves,Jungle,Aphelios,ADC,0.4449,23
Graves,Jungle,Mel,ADC,0.5639,6
Graves,Jungle,Yunara,ADC,0.5304,52
Graves,Jungle,Smolder,ADC,0.5056,10
Graves,Jungle,Alistar,Support,0.5294,23
Graves,Jungle,Soraka,Support,0.5408,15
Graves,Jungle,Morgana,Support,0.5307,10
Graves,Jungle,Zilean,Support,0.512,12
Graves,Jungle,Shaco,Support,0.4544,7
Graves,Jungle,Sona,Support,0.5422,9
Graves,Jungle,Janna,Support,0.4682,19
Graves,Jungle,Karma,Support,0.5512,34
Graves,Jungle,Taric,Support,0.5678,5
Graves,Jungle,Swain,Support,0.5533,9
Graves,Jungle,Blitzcrank,Support,0.571,34
Graves,Jungle,Brand,Support,0.5647,8
Graves,Jungle,Poppy,Support,0.496,7
Graves,Jungle,Pantheon,Support,0.4495,16
Graves,Jungle,Leona,Support,0.518,32
Graves,Jungle,Lux,Support,0.5264,27
Graves,Jungle,Xerath,Support,0.5693,12
Graves,Jungle,Nautilus,Support,0.505,51
Graves,Jungle,Lulu,Support,0.5201,66
Graves,Jungle,Zyra,Support,0.5581,11
Graves,Jungle,Seraphine,Support,0.5267,27
Graves,Jungle,Velkoz,Support,0.5534,9
Graves,Jungle,Camille,Support,0.4924,10
Graves,Jungle,Braum,Support,0.5302,22
Graves,Jungle,TahmKench,Support,0.5472,8
Graves,Jungle,Senna,Support,0.5554,26
Graves,Jungle,Nami,Support,0.5276,43
Graves,Jungle,Yuumi,Support,0.4955,26
Graves,Jungle,Thresh,Support,0.5703,78
Graves,Jungle,Bard,Support,0.5281,27
Graves,Jungle,Rakan,Support,0.5512,14
Graves,Jungle,Sylas,Support,0.5545,7
Graves,Jungle,Neeko,Support,0.565,7
Graves,Jungle,Rell,Support,0.5712,13
Graves,Jungle,Pyke,Support,0.4476,32
Graves,Jungle,Renata,Support,0.4292,5
Graves,Jungle,Milio,Support,0.4953,32
Graves,Jungle,XinZhao,Jungle,0.5161,10
Graves,Jungle,Fiddlesticks,Jungle,0.5712,10
Graves,Jungle,MasterYi,Jungle,0.5217,26
Graves,Jungle,Warwick,Jungle,0.5701,10
Graves,Jungle,Nunu,Jungle,0.571,7
Graves,Jungle,Jax,Jungle,0.4851,8
Graves,Jungle,Evelynn,Jungle,0.5666,10
Graves,Jungle,Karthus,Jungle,0.5188,7
Graves,Jungle,Chogath,Jungle,0.5508,22
Graves,Jungle,Shaco,Jungle,0.4802,12
Graves,Jungle,Nocturne,Jungle,0.5668,23
Graves,Jungle,JarvanIV,Jungle,0.5664,37
Graves,Jungle,Elise,Jungle,0.4921,10
Graves,Jungle,MonkeyKing,Jungle,0.554,26
Graves,Jungle,LeeSin,Jungle,0.4967,99
Graves,Jungle,Nidalee,Jungle,0.5639,23
Graves,Jungle,Udyr,Jungle,0.5103,6
Graves,Jungle,Talon,Jungle,0.5655,35
Graves,Jungle,Shyvana,Jungle,0.5103,13
Graves,Jungle,Rengar,Jungle,0.4873,19
Graves,Jungle,Sejuani,Jungle,0.5004,6
Graves,Jungle,Hecarim,Jungle,0.5113,26
Graves,Jungle,Khazix,Jungle,0.4385,28
Graves,Jungle,Jayce,Jungle,0.4813,14
Graves,Jungle,Diana,Jungle,0.5461,10
Graves,Jungle,Kayn,Jungle,0.5009,25
Graves,Jungle,Taliyah,Jungle,0.5649,7
Graves,Jungle,Belveth,Jungle,0.431,12
Graves,Jungle,Kindred,Jungle,0.5185,17
Graves,Jungle,Briar,Jungle,0.4676,15
Graves,Jungle,Viego,Jungle,0.5491,58
Graves,Jungle,Zed,Jungle,0.5616,14
Graves,Jungle,Ekko,Jungle,0.5175,19
Graves,Jungle,Qiyana,Jungle,0.5353,29
Graves,Jungle,Vi,Jungle,0.5505,18
Graves,Jungle,Aatrox,Jungle,0.529,5
Graves,Jungle,RekSai,Jungle,0.546,11
Graves,Jungle,Sylas,Jungle,0.5255,36
Graves,Jungle,Lillia,Jungle,0.5712,10
Graves,Jungle,Naafiri,Jungle,0.531,15
Graves,Mid,Olaf,Top,0.5253,12
Graves,Mid,Sion,Top,0.5028,7
Graves,Mid,Teemo,Top,0.4497,7
Graves,Mid,Tryndamere,Top,0.5158,6
Graves,Mid,Jax,Top,0.4495,16
Graves,Mid,Chogath,Top,0.5298,6
Graves,Mid,DrMundo,Top,0.4609,6
Graves,Mid,Irelia,Top,0.4452,9
Graves,Mid,Gangplank,Top,0.5436,12
Graves,Mid,Malphite,Top,0.4779,10
Graves,Mid,Renekton,Top,0.5265,11
Graves,Mid,Nasus,Top,0.495,16
Graves,Mid,Gragas,Top,0.4852,6
Graves,Mid,Pantheon,Top,0.4814,6
Graves,Mid,Mordekaiser,Top,0.518,10
Graves,Mid,Yorick,Top,0.4292,6
Graves,Mid,Garen,Top,0.4443,12
Graves,Mid,Riven,Top,0.4465,5
Graves,Mid,Shen,Top,0.5102,8
Graves,Mid,Fiora,Top,0.5304,8
Graves,Mid,Darius,Top,0.503,12
Graves,Mid,Jayce,Top,0.5043,15
Graves,Mid,Gnar,Top,0.4747,8
Graves,Mid,Camille,Top,0.4608,5
Graves,Mid,Kled,Top,0.5054,5
Graves,Mid,Aatrox,Top,0.4454,10
Graves,Mid,Ornn,Top,0.4288,7
Graves,Mid,Yone,Top,0.5711,19
Graves,Mid,Ambessa,Top,0.5634,12
Graves,Mid,Sett,Top,0.4487,10
Graves,Mid,KSante,Top,0.453,10
Graves,Mid,Zaahen,Top,0.4986,8
Graves,Mid,MasterYi,Jungle,0.5621,8
Graves,Mid,Warwick,Jungle,0.5622,6
Graves,Mid,Nunu,Jungle,0.5264,7
Graves,Mid,Chogath,Jungle,0.5325,8
Graves,Mid,Shaco,Jungle,0.5154,9
Graves,Mid,Nocturne,Jungle,0.541,13
Graves,Mid,JarvanIV,Jungle,0.5299,15
Graves,Mid,MonkeyKing,Jungle,0.5376,12
Graves,Mid,LeeSin,Jungle,0.4667,28
Graves,Mid,Nidalee,Jungle,0.5642,7
Graves,Mid,Talon,Jungle,0.5185,15
Graves,Mid,Shyvana,Jungle,0.5465,7
Graves,Mid,Graves,Jungle,0.429,21
Graves,Mid,Rengar,Jungle,0.5305,12
Graves,Mid,Hecarim,Jungle,0.4619,10
Graves,Mid,Khazix,Jungle,0.4363,13
Graves,Mid,Diana,Jungle,0.5232,8
Graves,Mid,Kayn,Jungle,0.541,9
Graves,Mid,Belveth,Jungle,0.5055,6
Graves,Mid,Briar,Jungle,0.4827,6
Graves,Mid,Viego,Jungle,0.4673,20
Graves,Mid,Ekko,Jungle,0.5326,11
Graves,Mid,Qiyana,Jungle,0.4628,15
Graves,Mid,Vi,Jungle,0.4836,12
Graves,Mid,Sylas,Jungle,0.4754,14
Graves,Mid,Lillia,Jungle,0.5058,8
Graves,Mid,Naafiri,Jungle,0.5711,8
Graves,Mid,Sivir,ADC,0.4921,7
Graves,Mid,Tristana,ADC,0.5712,18
Graves,Mid,MissFortune,ADC,0.4648,7
Graves,Mid,Ashe,ADC,0.4415,9
Graves,Mid,Twitch,ADC,0.5014,10
